"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"miller has crafted an [[intriguing]] [[story]] of maternal instincts and misguided acts of affection .","miller has crafted an [[excite]] [[mythic]] of maternal instincts and misguided acts of affection .",0.0005882978439331055,0.9795486330986023,1,0,1,76,"Successful"
"one of the most [[exciting]] [[action]] [[films]] to come out of [[china]] in [[recent]] [[years]] .","one of the most [[tempting]] [[working]] [[cinematographers]] to come out of [[chinese]] in [[past]] [[year]] .",0.0010697245597839355,0.003292560577392578,1,1,1,182,"Failed"
"this is a [[nervy]] , risky [[film]] , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi .","this is a [[overexcited]] , risky [[theatres]] , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi .",0.0010323524475097656,0.9679720401763916,1,0,1,63,"Successful"
"my little eye is the [[best]] little "" horror "" movie i've seen in years .","my little eye is the [[strictest]] little "" horror "" movie i've seen in years .",0.0009366869926452637,0.9721692204475403,1,0,1,53,"Successful"
"tunney , brimming with coltish , neurotic [[energy]] , holds the screen like a [[true]] star .","tunney , brimming with coltish , neurotic [[kraft]] , holds the screen like a [[appropriate]] star .",0.0011748671531677246,0.9960541129112244,1,0,1,53,"Successful"
"even if the naipaul original remains the real masterpiece , the movie possesses its own languorous [[charm]] .","even if the naipaul original remains the real masterpiece , the movie possesses its own languorous [[exudes]] .",0.003112494945526123,0.8561603426933289,1,0,1,54,"Successful"
"[the film] tackles the topic of relationships in such a straightforward , emotionally [[honest]] manner that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .","[the film] tackles the topic of relationships in such a straightforward , emotionally [[franc]] manner that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .",0.0064765214920043945,0.5566222071647644,1,0,1,44,"Successful"
"sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to frida kahlo as if her life did , too .","sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to frida kahlo as if her life did , too .",0.8859900832176208,0.8859900832176208,0,0,1,1,"Skipped"
"the [[strength]] of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate [[violinist]] wife .","the [[hardness]] of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate [[dulcimer]] wife .",0.0023536086082458496,0.528281569480896,1,0,1,80,"Successful"
"[[like]] the [[series]] , the [[movie]] is [[funny]] , [[smart]] , visually [[inventive]] , and most of all , [[alive]] .","[[analogue]] the [[serials]] , the [[cinematographers]] is [[joke]] , [[reasonable]] , visually [[astute]] , and most of all , [[perennial]] .",0.0006293654441833496,0.9980679750442505,1,0,1,116,"Successful"
"it was filled with shootings , beatings , and more cussing than you could shake a stick at .","it was filled with shootings , beatings , and more cussing than you could shake a stick at .",0.9967706799507141,0.9967706799507141,0,0,1,1,"Skipped"
"you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .","you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .",0.9978252053260803,0.9978252053260803,0,0,1,1,"Skipped"
"sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight mile , better judgment [[be]] damned .","sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight mile , better judgment [[se]] damned .",0.257357120513916,0.8823096752166748,1,0,1,43,"Successful"
"[[time]] out is as [[serious]] as a pink slip . and more than that , it's an [[observant]] , unfussily [[poetic]] meditation about [[identity]] and alienation .","[[stardate]] out is as [[severe]] as a pink slip . and more than that , it's an [[precautionary]] , unfussily [[righteous]] meditation about [[tagging]] and alienation .",0.0007349848747253418,0.5719659924507141,1,0,1,80,"Successful"
"[[will]] assuredly rank as one of the [[cleverest]] , most deceptively amusing [[comedies]] of the year .","[[goes]] assuredly rank as one of the [[dullest]] , most deceptively amusing [[unfunny]] of the year .",0.0004680156707763672,0.8669602274894714,1,0,1,100,"Successful"
"maryam is a [[small]] film , but it offers [[large]] [[rewards]] .","maryam is a [[piccolo]] film , but it offers [[notable]] [[allowance]] .",0.0012578368186950684,0.7234179973602295,1,0,1,135,"Successful"
"a [[highly]] watchable , giggly little [[story]] with a [[sweet]] [[edge]] to it .","a [[overly]] watchable , giggly little [[conte]] with a [[fresh]] [[borderline]] to it .",0.0011600852012634277,0.9683147668838501,1,0,1,135,"Successful"
"the most [[consistently]] [[funny]] of the austin [[powers]] [[films]] .","the most [[ceaselessly]] [[jest]] of the austin [[competency]] [[image]] .",0.0013335943222045898,0.9995402693748474,1,0,1,122,"Successful"
"ana's [[journey]] is not a [[stereotypical]] one of self-discovery , as she's already comfortable enough in her own skin to be [[proud]] of her rubenesque physique . . .","ana's [[travels]] is not a [[machismo]] one of self-discovery , as she's already comfortable enough in her own skin to be [[prideful]] of her rubenesque physique . . .",0.005651414394378662,0.6842974424362183,1,0,1,67,"Successful"
"cockettes has the [[glorious]] , [[gaudy]] benefit of much stock footage of those [[days]] , featuring all manner of drag queen , bearded [[lady]] and lactating hippie .","cockettes has the [[leggy]] , [[flaunt]] benefit of much stock footage of those [[deadlines]] , featuring all manner of drag queen , bearded [[signorina]] and lactating hippie .",0.0012766718864440918,0.6306607127189636,1,0,1,130,"Successful"
"there's something poignant about an [[artist]] of 90-plus [[years]] taking the effort to share his [[impressions]] of [[life]] and [[loss]] and [[time]] and [[art]] with [[us]] .","there's something poignant about an [[accompanist]] of 90-plus [[aging]] taking the effort to share his [[copies]] of [[llfe]] and [[losses]] and [[dated]] and [[article]] with [[we]] .",0.0006731748580932617,0.6612898111343384,1,0,1,210,"Successful"
"the comedy makes social commentary more [[palatable]] .","the comedy makes social commentary more [[permissible]] .",0.0007944703102111816,0.6392776966094971,1,0,1,31,"Successful"
"an [[ideal]] love [[story]] for those intolerant of the more common saccharine genre .","an [[preferable]] love [[mythic]] for those intolerant of the more common saccharine genre .",0.0010422468185424805,0.8080369234085083,1,0,1,62,"Successful"
"one [[funny]] popcorn flick .","one [[nosy]] popcorn flick .",0.0008300542831420898,0.9994312524795532,1,0,1,22,"Successful"
"this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ?","this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ?",0.8781786561012268,0.8781786561012268,0,0,1,1,"Skipped"
"tully is worth a [[look]] for its true-to-life [[characters]] , its [[sensitive]] acting , its unadorned [[view]] of [[rural]] [[life]] and the [[subtle]] [[direction]] of first-timer hilary [[birmingham]] .","tully is worth a [[blankly]] for its true-to-life [[featuring]] , its [[problematic]] acting , its unadorned [[notices]] of [[countryside]] [[iife]] and the [[canny]] [[guidance]] of first-timer hilary [[midland]] .",0.0010152459144592285,0.9203686714172363,1,0,1,313,"Successful"
"this [[gorgeous]] [[epic]] is guaranteed to [[lift]] the spirits of the whole [[family]] .","this [[leggy]] [[historian]] is guaranteed to [[cancelled]] the spirits of the whole [[spousal]] .",0.0007204413414001465,0.9995987415313721,1,0,1,125,"Successful"
"the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not [[be]] emphasized enough .","the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not [[se]] emphasized enough .",0.2914932370185852,0.9938772916793823,1,0,1,38,"Successful"
"williams [[creates]] a [[stunning]] , [[taxi]] driver-esque portrayal of a man teetering on the edge of sanity .","williams [[stirs]] a [[whopping]] , [[taxis]] driver-esque portrayal of a man teetering on the edge of sanity .",0.0007340312004089355,0.9988229870796204,1,0,1,114,"Successful"
"if you're in the right b-movie frame of mind , it may just scare the pants off you .","if you're in the right b-movie frame of mind , it may just scare the pants off you .",0.9820470213890076,0.9820470213890076,0,0,1,1,"Skipped"
"a [[movie]] of [[riveting]] power and [[sadness]] .","a [[flick]] of [[puzzling]] power and [[dismay]] .",0.0006161928176879883,0.7182921171188354,1,0,1,136,"Successful"
"both a detective story and a romance spiced with the [[intrigue]] of academic skullduggery and politics .","both a detective story and a romance spiced with the [[conspiring]] of academic skullduggery and politics .",0.002567589282989502,0.7232657670974731,1,0,1,17,"Successful"
"quietly [[engaging]] .","quietly [[embroiled]] .",0.0010748505592346191,0.9989829063415527,1,0,1,51,"Successful"
"ludicrous , but [[director]] carl franklin adds enough flourishes and freak-outs to [[make]] it [[entertaining]] .","ludicrous , but [[management]] carl franklin adds enough flourishes and freak-outs to [[perform]] it [[distraction]] .",0.0030661821365356445,0.9959559440612793,1,0,1,116,"Successful"
"[[director]] roger kumble offers just enough [[sweet]] and [[traditional]] romantic comedy to counter the crudity . and there's the [[inimitable]] diaz , holding it all together .","[[manager]] roger kumble offers just enough [[gentil]] and [[mundane]] romantic comedy to counter the crudity . and there's the [[sardonic]] diaz , holding it all together .",0.001362144947052002,0.816402792930603,1,0,1,133,"Successful"
"spielberg's picture is [[smarter]] and subtler than [total recall and blade runner] , although its [[plot]] may prove too [[convoluted]] for fun-seeking summer audiences .","spielberg's picture is [[wily]] and subtler than [total recall and blade runner] , although its [[chart]] may prove too [[braided]] for fun-seeking summer audiences .",0.0028550028800964355,0.7724559307098389,1,0,1,44,"Successful"
"it's got all the familiar bruckheimer [[elements]] , and schumacher [[does]] probably as good a job as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas .","it's got all the familiar bruckheimer [[contents]] , and schumacher [[have]] probably as good a job as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas .",0.012588143348693848,0.8211660385131836,1,0,1,71,"Successful"
